campaignTitle,description,url,mainCategory,category,location,countryState,city,continent,valuta,creator,backed,comments,created,numSuccessfulCampaigns,numLiveCampaigns,pastSuccessRate,facebookFriends,goal,currency,campaignDuration,numCollaborators,totWordCount,mainVideo,numAdditionalVideos,numImages,viewGallery,success
Help me record my debut album.,,https://www.kickstarter.com/projects/941247091/help-me-give-birth-to-my-debut-album?ref=ending_soon,Music,Country & Folk,"Stockholm, Sweden",Sweden,Stockholm,Europe,sek,Carl Waldemar,0,2,1,0,0,0.5,0,1769.98,sek,30,0,230,1,0,0,0,0
Mark of the Conifer: An Epic Fantasy Dinosaur Novel,,https://www.kickstarter.com/projects/941536304/mark-of-the-conifer-an-epic-fantasy-dinosaur-novel?ref=ending_soon,Publishing,Fiction,"Sandy, UT",Utah,Sandy,North America,usd,Laura Jennings,6,185,2,1,0,0,63,9000,usd,29.95833333,0,2050,1,0,17,0,1
Muireann Nic Amhlaoibh's Solo Album,,https://www.kickstarter.com/projects/942960623/muireann-nic-amhlaoibhs-solo-album?ref=ending_soon,Music,World Music,"Dunquin, Ireland",Ireland,Dunquin,Europe,eur,Muireann Nic Amhlaoibh,0,2,1,1,0,0.5,0,15918.3,eur,29.42928241,0,319,1,0,0,0,1
"A Monthly Treat For Book, Chocolate & Tea Lovers",,https://www.kickstarter.com/projects/94317791/a-monthly-treat-for-book-chocolate-and-tea-lovers?ref=ending_soon,Food,Food,"Liverpool, UK",United Kingdom,Liverpool,Europe,gbp,Genna Carr,0,67,2,0,0,0,433,437.71,gbp,30,0,257,0,0,0,0,0
Skinny Dipper -- Issue One,,https://www.kickstarter.com/projects/947727175/skinny-dipper-issue-01?ref=ending_soon,Publishing,Zines,"Richmond, VA",Virginia,Richmond,North America,usd,Skinny Dipper Magazine,0,2,1,1,0,0.5,0,5000,usd,30,0,911,1,0,6,0,1
The 200$ Near-Space Program,,https://www.kickstarter.com/projects/948311577/the-200-near-space-program?ref=ending_soon,Technology,Technology,"Basel, Switzerland",Switzerland,Basel,Europe,chf,Sebastian,0,2,1,1,0,0.5,0,198.81,chf,31,0,341,0,0,0,1,1
QVC Spring Segment Scheduled- Need your help with funding,,https://www.kickstarter.com/projects/950088604/natashas-just-brittle-help-us-get-ready-for-qvc?ref=ending_soon,Food,Small Batch,"Baltimore, MD",Maryland,Baltimore,North America,usd,Natasha Brown- Wainwright,3,67,3,0,0,0,420,25000,usd,35.59377315,0,1736,1,0,8,0,0
Arabic/North African Tabletop Terrain. Printable Files,,https://www.kickstarter.com/projects/950201293/arabic-north-african-tabletop-terrain-get-printabl?ref=ending_soon,Games,Tabletop Games,"Krempe, Germany",Germany,Krempe,Europe,eur,3D-Print-Terrain,0,169,3,1,1,0,0,318.37,eur,30,0,245,1,0,24,0,1
Panaderia Artesanal y Pasteler’ÛÎ_a Artistica,,https://www.kickstarter.com/projects/950323311/panaderia-artesanal-y-pasteleria-artistica?ref=ending_soon,Food,Food,"Puebla, Mexico",Mexico,Puebla,North America,mxd,Kari Moreno,0,2,1,0,0,0.5,397,10760.8,mxd,59.95833333,0,1572,1,0,9,0,0
Diary of the Apocalypse - Post-Apocalyptic Tabletop RPG,,https://www.kickstarter.com/projects/95151068/diary-of-the-apocalypse-post-apocalyptic-tabletop?ref=ending_soon,Games,Tabletop Games,"Colorado Springs, CO",Colorado,Colorado Springs,North America,usd,Robert Shultz,0,2,1,0,0,0.5,81,60000,usd,15,0,2891,0,0,0,0,0
BIRD World's first Electric Skateboard with a Unique Ride,,https://www.kickstarter.com/projects/952023911/first-electric-skateboard-with-a-unique-riding-exp?ref=ending_soon,Technology,Technology,"Vannes, France",France,Vannes,Europe,eur,LE RET Emmanuel,0,127,1,0,0,0.5,0,53061,eur,30,0,1840,1,4,29,1,0
Strange Messages - A Cipher Game for Bookworms,,https://www.kickstarter.com/projects/95225345/strange-messages-a-cipher-game-for-bookworms?ref=ending_soon,Publishing,Publishing,"Sydney, AU",Australia,Sydney,Oceania,aud,W.R. South,1,2,1,0,0,0.5,0,15150,aud,29.95833333,0,1583,1,0,8,0,0
God Mouse Prints,,https://www.kickstarter.com/projects/952365329/god-mouse-prints?ref=ending_soon,Photography,Places,"San Francisco, CA",California,San Francisco,North America,usd,Jesse Lott,0,2,1,0,0,0.5,0,1200,usd,24.75193287,0,462,1,0,0,0,0
Gangsters The Movie Coming Soon,,https://www.kickstarter.com/projects/952943037/gangsters-the-movie-coming-soon?ref=ending_soon,Film & Video,Learn more about accountability.,"Washington, DC",Washington DC,Washington,North America,usd,Marque Dixon,0,99,3,0,0,0,0,5000,usd,25.50525463,0,516,0,0,0,0,0
Deep Space Lez : Episode 1,,https://www.kickstarter.com/projects/953213599/deep-space-lez-episode-1?ref=ending_soon,Theater,Comedy,"Seattle, WA",Washington,Seattle,North America,usd,ilvs strauss,6,67,2,2,0,1,1561,3500,usd,21,0,707,1,0,0,0,1
Looking Up & Holding On CD Project - Christian songwriter,,https://www.kickstarter.com/projects/953252993/looking-up-and-holding-on-cd-project-christian-son?ref=ending_soon,Music,Faith,"Asheville, NC",North Carolina,Asheville,North America,usd,Moses McCord,0,2,1,0,0,0.5,0,6000,usd,59.95833333,0,170,1,0,0,0,0
"CONTRIBUTE TO MY PILGRIMAGE TO JAPAN. Goal US $2,000",,https://www.kickstarter.com/projects/95360783/join-me-on-my-pilgrimage-to-japan?ref=ending_soon,Music,World Music,"Shikokuchuo-shi, Japan",Japan,Shikokuchuo-shi,Asia,mxd,raoul,0,2,1,1,0,0.5,1400,2152.16,mxd,29.95833333,0,230,0,0,0,0,1
my smart bike - Deine Fahrrad App (Canceled),,https://www.kickstarter.com/projects/954152432/my-smart-bike-deine-fahrrad-app?ref=ending_soon,Technology,Apps,"Hamburg, Germany",Germany,Hamburg,Europe,eur,Appimazing,0,2,1,0,0,0.5,645,53061,eur,29.95833333,0,57,1,0,5,0,0
Original Man Beard Oil,,https://www.kickstarter.com/projects/954325422/original-man-beard-oil?ref=ending_soon,Crafts,DIY,"Tallahassee, FL",Florida,Tallahassee,North America,usd,Tarik Siddeeq,0,2,1,0,0,0.5,0,500,usd,30,0,246,1,0,0,0,0
Equipd For Links Clothing,,https://www.kickstarter.com/projects/954744354/equipd-for-links-clothing?ref=ending_soon,Fashion,Apparel,"Temecula, CA",California,Temecula,North America,usd,Calvin Maranville,0,2,1,1,0,0.5,330,1000,usd,30,0,454,1,0,10,0,1
Jana Fantasy Art Card Collection,,https://www.kickstarter.com/projects/955809184/jana-fantasy-art-card-collection?ref=ending_soon,Art,Painting,"Cleveland, TN",Tennessee,Cleveland,North America,usd,Jana Stamps,0,1,1,0,0,0.5,181,1000,usd,28.95021991,0,139,0,0,0,0,0
DEAR HOME OFFICE - All I need is some peace...,,https://www.kickstarter.com/projects/956342673/dear-home-office-all-i-need-is-some-peace?ref=ending_soon,Film & Video,Film & Video,"London, UK",United Kingdom,London,Europe,gbp,Sergei Mihhaljov,1,67,2,0,0,0,424,6253,gbp,30,0,1370,1,0,10,0,0
Half + Half - An Art Book by Danny Haas,,https://www.kickstarter.com/projects/959156486/half-half-an-art-book-by-danny-haas?ref=ending_soon,Publishing,Art Books,"Orlando, FL",Florida,Orlando,North America,usd,Danny Haas,4,2,1,1,0,0.5,1170,20000,usd,30,0,510,1,0,27,0,1
STARFINDER - Short Film - Drama/ Sci-Fi,,https://www.kickstarter.com/projects/960248521/starfinder-short-film-drama-sci-fi-queer?ref=ending_soon,Film & Video,Film & Video,"Berlin, Germany",Germany,Berlin,Europe,eur,Raf Grig,0,2,1,0,0,0.5,0,3714.27,eur,29.95833333,0,951,1,0,11,0,0
TatiUCreations,,https://www.kickstarter.com/projects/961886925/tatiucreations?ref=ending_soon,Fashion,Fashion,"Houston, TX",Texas,Houston,North America,usd,Tatiana's Unique Creations,0,2,1,0,0,0.5,0,44000,usd,29.95833333,0,793,1,0,8,0,0
"Kenny Scharlatt - ""The (Currently) Untitled Album""",,https://www.kickstarter.com/projects/962441257/kenny-scharlatt-the-currently-untitled-album?ref=ending_soon,Music,Country & Folk,"Scranton, PA",Pennsylvania,Scranton,North America,usd,Kenny Scharlatt,0,2,1,0,0,0.5,3998,15000,usd,59.95833333,0,235,0,0,0,0,0
The Adventures of Kit Kat - A Bully Rescue,,https://www.kickstarter.com/projects/96380095/the-adventures-of-kit-kat-a-bully-rescue?ref=ending_soon,Publishing,Children's Books,"Goose Creek, SC",South Carolina,Goose Creek,North America,usd,Dawn Walker,1,2,1,0,0,0.5,459,1500,usd,44.95833333,0,363,1,0,3,0,0
"Serrana, cheve de monta’ÛÎ±a",,https://www.kickstarter.com/projects/965861229/serrana-cheve-de-montana?ref=ending_soon,Food,Drinks,"Le’ÛÎ_n, Mexico",Mexico,Le’ÛÎ_n,North America,mxd,Marcelo Castro,0,2,1,1,0,0.5,1406,8070.6,mxd,59.95833333,0,939,1,0,0,0,1
Designer shoes for the Modern Woman,,https://www.kickstarter.com/projects/965978292/designer-shoes-for-the-contemporary-woman?ref=ending_soon,Fashion,Footwear,"London, UK",United Kingdom,London,Europe,gbp,Aksha Fernandez,5,2,1,0,0,0.5,292,31265,gbp,35.3993287,1,864,1,0,24,0,0
Just Survive The Game,,https://www.kickstarter.com/projects/967230380/just-survive-the-game?ref=ending_soon,Games,Tabletop Games,"Vestal, NY",New York,Vestal,North America,usd,Chris Cummings,3,2,1,1,0,0.5,1524,2021,usd,44.95833333,0,639,1,0,3,0,1
"Robots, Drones, Cybers 28mm miniatures sci-fi alien scenery",,https://www.kickstarter.com/projects/967512676/robots-drones-cybers-28mm-miniatures-sci-fi-alien?ref=ending_soon,Games,Tabletop Games,"Kalamazoo, MI",Michigan,Kalamazoo,North America,usd,Johnny Lauck,1,50,6,5,1,1,0,1000,usd,32.22332176,0,1853,0,0,28,0,1
The Hindsight Rear-View Camera System: Simple!,,https://www.kickstarter.com/projects/96782080/the-hindsight-rear-view-camera-system-simple?ref=ending_soon,Technology,Technology,"Port Stanley, Canada",Canada,Port Stanley,North America,cad,Dr. Renny Whipp,2,185,1,0,0,0.5,0,37555,cad,30,0,110,1,0,7,1,0
Aspen Countryman's First EP!,,https://www.kickstarter.com/projects/968571939/aspen-countrymans-first-ep?ref=ending_soon,Music,Pop,"Atlanta, GA",Georgia,Atlanta,Europe,usd,Aspen Countryman,2,2,1,1,0,0.5,0,5500,usd,30,0,271,1,0,0,0,1
Style,,https://www.kickstarter.com/projects/972285105/style-0?ref=ending_soon,Technology,Apps,"East Hampton, NY",New York,East Hampton,North America,usd,Symbol Management,0,2,1,0,0,0.5,0,105000,usd,30,0,972,0,0,2,1,0
The future of finding beauty professionals!,,https://www.kickstarter.com/projects/972597182/the-future-of-finding-beauty-professionals?ref=ending_soon,Technology,Apps,"London, UK",United Kingdom,London,Europe,gbp,Navjot Dhariwal,0,2,1,0,0,0.5,0,5002.4,gbp,30,0,157,0,0,0,1,0
Bad Photos: A Collection of Rejections,,https://www.kickstarter.com/projects/973142660/bad-photos-a-collection-of-rejections?ref=ending_soon,Photography,Fine Art,"London, UK",United Kingdom,London,Europe,gbp,Harry Grunfeld,0,2,1,1,0,0.5,831,250.12,gbp,30.84034722,0,298,0,0,0,0,1
"Pebby: The Most Advanced Smart Ball! Play Anytime, Anywhere.",,https://www.kickstarter.com/projects/973862487/pebby-the-worlds-most-advanced-robotic-pet-sitter?ref=ending_soon,Technology,Technology,"Sunnyvale, CA",California,Sunnyvale,North America,usd,Team Pebby,0,172,1,1,0,0.5,0,50000,usd,29.95833333,0,1226,0,0,53,1,1
The TATTOOink card deck (Skeleton edition),,https://www.kickstarter.com/projects/975294625/the-tattooink-card-deck-skeleton-edition?ref=ending_soon,Games,Playing Cards,"Singapore, Singapore",Singapore,Singapore,Asia,sd,Andreas Kourouklaris,0,199,1,0,0,0.5,0,5720.42,sd,30,0,438,1,0,18,0,0
Small Drawings of the Everyday - for 100 Days,,https://www.kickstarter.com/projects/975299821/small-drawings-of-the-everyday-for-100-days?ref=ending_soon,Art,Art,"London, UK",United Kingdom,London,Europe,gbp,Carey Smith,3,2,1,1,0,0.5,0,625.3,gbp,6.407824074,0,337,0,0,7,0,1
Sem Seiffert - Diary Of A Traveller (2nd album),,https://www.kickstarter.com/projects/975493526/sem-seiffert-diary-of-a-traveller-2nd-album?ref=ending_soon,Music,Music,"Troisdorf, Germany",Germany,Troisdorf,Europe,eur,Sem Seiffert,0,2,1,1,0,0.5,0,10081.59,eur,54.31836806,0,499,0,1,0,0,1
Arcpoint Brewing Company,,https://www.kickstarter.com/projects/975565968/arcpoint-brewing-company?ref=ending_soon,Food,Drinks,"Belchertown, MA",Massachusetts,Belchertown,North America,usd,"Christopher ""CJ"" Eldridge",0,2,1,1,0,0.5,0,13500,usd,44.95833333,0,656,1,0,5,0,1
Planes racing game : AirRun (Aerenth),,https://www.kickstarter.com/projects/976364276/planes-racing-game-airrun-aerenth?ref=ending_soon,Games,Video Games,"Toulouse, France",France,Toulouse,Europe,eur,Sirugue,0,67,2,0,0,0,0,3183.66,eur,44.95833333,0,250,1,0,0,0,0
"chocolate rain, EAT,GIVE, PLAY",,https://www.kickstarter.com/projects/976507970/chocolate-rain-eatgive-play?ref=ending_soon,Crafts,DIY,"Hong Kong, Hong Kong",Hong Kong,Hong Kong,Asia,hkd,prudence mak,0,67,2,2,0,1,0,1286.38,hkd,7,0,127,1,0,11,0,1
"Enchantments, an Artisans Bakery and Mystic Craft Store.",,https://www.kickstarter.com/projects/976517368/enchantments-an-artisans-bakery-and-mystic-craft-s?ref=ending_soon,Food,Food,"Salt Lake City, UT",Utah,Salt Lake City,North America,usd,Irven Douglas Adams; Big D.,0,2,1,0,0,0.5,231,4750,usd,30,0,748,0,0,5,0,0
Paradox Soul,,https://www.kickstarter.com/projects/976520343/paradox-soul?ref=ending_soon,Games,Video Games,"London, UK",United Kingdom,London,Europe,gbp,Ritual Games,0,2,2,1,0,0,0,2501.2,gbp,29.95833333,0,901,1,0,44,0,1
The Island of Doctor Necreaux: Second Edition,,https://www.kickstarter.com/projects/977252844/the-island-of-doctor-necreaux-second-edition?ref=ending_soon,Games,Tabletop Games,"Austin, TX",Texas,Austin,North America,usd,Jonathan Leistiko,23,155,1,1,0,0.5,554,15000,usd,35.58086806,0,3400,1,3,77,0,1
The Great American T shirt Challenge (A reality TV Series),,https://www.kickstarter.com/projects/97749775/the-great-american-t-shirt-challenge?ref=ending_soon,Film & Video,Film & Video,"Minneola, FL",Florida,Minneola,North America,usd,Scott Miller,0,2,1,0,0,0.5,0,82500,usd,59.95833333,0,852,0,0,7,0,0
Easyout - One-hand operated plug / Einhandstecker,,https://www.kickstarter.com/projects/977552460/easyout-one-hand-operated-plug-einhandstecker?ref=ending_soon,Design,Product Design,"Vienna, Austria",Austria,Vienna,Europe,eur,Easyout GmbH,0,2,1,1,0,0.5,0,1061.22,eur,29.95833333,0,1533,1,0,14,0,1
Custom Map Posters,,https://www.kickstarter.com/projects/979496029/custom-map-posters?ref=ending_soon,Design,Graphic Design,"London, UK",United Kingdom,London,Europe,gbp,Nicola Jane Milns,3,2,2,1,0,0,0,625.3,gbp,30,0,537,0,0,12,0,1
"""Not bag""-solar + more",,https://www.kickstarter.com/projects/979924629/not-bag-solar-more?ref=ending_soon,Fashion,Accessories,"Hong Kong, Hong Kong",Hong Kong,Hong Kong,Asia,hkd,Paul Cheung,0,2,1,0,0,0.5,0,20582.08,hkd,39.95833333,0,1718,1,1,23,0,0
Yanika - AllRound Spray for Cats and Dogs.100% Natural&Vegan (Canceled),,https://www.kickstarter.com/projects/981893885/yanika-allround-spray-for-cats-and-dogs100-natural?ref=ending_soon,Fashion,Pet Fashion,"Gothenburg, Sweden",Sweden,Gothenburg,Europe,sek,Yanika Team,0,2,1,0,0,0.5,0,5309.95,sek,35,0,175,0,2,29,0,0
"Balarel, Ainsi va la Vie",,https://www.kickstarter.com/projects/983474354/balarel-ainsi-va-la-vie?ref=ending_soon,Dance,Dance,"Shawinigan, Canada",Canada,Shawinigan,North America,cad,Cr’ÛÎ©ations Eldar,2,67,2,2,0,1,965,1502.2,cad,30,0,403,1,0,2,0,1
Come On Home,,https://www.kickstarter.com/projects/983690754/come-on-home?ref=ending_soon,Music,Music,"Ann Arbor, MI",Michigan,Ann Arbor,North America,usd,Heidi Snyder,0,2,1,1,0,0.5,0,7000,usd,30,0,300,1,0,0,0,1
Like a Flowing River: A Bluegrass Passage,,https://www.kickstarter.com/projects/984757469/like-a-flowing-river-a-bluegrass-passage?ref=ending_soon,Film & Video,Documentary,"Phoenix, AZ",Arizona,Phoenix,North America,usd,James Reams,5,67,3,3,0,1,0,3000,usd,44.54895833,0,520,1,0,0,0,1
The Unstoppable | A Racing Game!,,https://www.kickstarter.com/projects/985241161/the-unstoppable-a-revolutionary-racing-game?ref=ending_soon,Games,Video Games,"Skovde, Sweden",Sweden,Skovde,Europe,sek,LTGM Studio,0,99,1,0,0,0.5,0,884.99,sek,30,0,1886,1,2,42,0,0
Meetsy: Never dating a Catfish again.,,https://www.kickstarter.com/projects/985433618/meetsy-never-dating-a-catfish-again?ref=ending_soon,Technology,Apps,"Hong Kong, Hong Kong",Hong Kong,Hong Kong,Asia,hkd,Meetsy,0,2,1,0,0,0.5,334,30873.12,hkd,29.95833333,0,734,1,0,9,0,0
Redhead Beauty - A Portrait Photography Art Book,,https://www.kickstarter.com/projects/985651062/redhead-beauty-a-portrait-photography-art-book?ref=ending_soon,Photography,People,"Los Angeles, CA",California,Los Angeles,North America,usd,Brian Dowling,0,127,1,1,0,0.5,1533,18000,usd,30,0,669,1,0,19,0,1
Levi & Adam's Carnival Degree Show 2017,,https://www.kickstarter.com/projects/98604532/levi-and-adams-carnival-degree-show-2017?ref=ending_soon,Art,Performance Art,"London, UK",United Kingdom,London,Europe,gbp,Levi Naidu-Mitchell & Adam Patterson,0,2,1,1,0,0.5,0,937.95,gbp,29.95833333,0,287,0,0,0,0,1
You Taste Like Whiskey and Sunshine,,https://www.kickstarter.com/projects/987172525/you-taste-like-whiskey-and-sunshine?ref=ending_soon,Publishing,Nonfiction,"Windsor, Canada",Canada,Windsor,North America,cad,Kimberly Love,0,2,1,0,0,0.5,402,3755.5,cad,30,0,866,1,0,3,0,0
LARP Voyage - The Collectable Card Game,,https://www.kickstarter.com/projects/987261033/larp-voyage-trading-card-game?ref=ending_soon,Games,Tabletop Games,"Bendigo, AU",Australia,Bendigo,Oceania,aud,Justin L. Allott,0,2,1,0,0,0.5,484,1893.75,aud,59.95833333,0,598,0,0,0,0,0
The Cat's Pajamas,,https://www.kickstarter.com/projects/987498798/the-cats-pajamas?ref=ending_soon,Publishing,Children's Books,"Salt Lake City, UT",Utah,Salt Lake City,North America,usd,Janice Thompson,0,2,1,0,0,0.5,121,3500,usd,30,0,95,1,0,0,0,0
SUBF-X Gaming Mats Wave II by Ceri Design (plus Custom Mats),,https://www.kickstarter.com/projects/987582441/subf-x-gaming-mats-wave-ii-by-ceri-design-plus-cus?ref=ending_soon,Games,Tabletop Games,"Wales, UK",United Kingdom,Wales,Europe,gbp,CERI Design,4,15,9,7,0,0.75,0,1250.6,gbp,29.95833333,0,1108,1,0,66,0,1
Pokieondatrax,,https://www.kickstarter.com/projects/987659917/pokieondatrax?ref=ending_soon,Music,Hip-Hop,"Pueblo, CO",Colorado,Pueblo,North America,usd,Pokie Trax (Jervonnti Baker),0,2,1,0,0,0.5,683,15000,usd,39.92238426,0,171,1,0,2,0,0
Top It! an Innovative Design For Juice Makers,,https://www.kickstarter.com/projects/987866392/top-it-an-innovative-design-for-juice-makers?ref=ending_soon,Design,Product Design,"Austin, TX",Texas,Austin,North America,usd,Fidel,0,2,1,0,0,0.5,351,25000,usd,44.95833333,0,1219,1,0,2,0,0
WORLD'S BEST GPS TRACKER FOR RUNNERS,,https://www.kickstarter.com/projects/988425606/worlds-best-live-tracker-for-runners?ref=ending_soon,Technology,Technology,"Oslo, Norway",Norway,Oslo,Europe,nok,Odd Harald Hauge,0,2,1,0,0,0.5,181,39642.3,nok,59.95833333,0,627,0,0,8,1,0
Dyodho Mixing&Mastering new EP,,https://www.kickstarter.com/projects/988635000/dyodho-mixingandmastering-new-ep?ref=ending_soon,Music,Electronic Music,"Italia, Italy",Italy,Italia,Europe,eur,Dyodho,0,2,1,0,0,0.5,585,212.24,eur,30,0,80,1,1,0,0,0
OVU Express 2016-2017 Recording,,https://www.kickstarter.com/projects/98944854/ovu-express-2016-2017-recording?ref=ending_soon,Music,Music,"Parkersburg, WV",West Virginia,Parkersburg,North America,usd,Matt Bortell,0,2,1,1,0,0.5,896,3000,usd,29.95833333,0,129,1,0,0,0,1
FLAG magazine,,https://www.kickstarter.com/projects/991118433/flag-magazine?ref=ending_soon,Photography,People,"Austin, TX",Texas,Austin,North America,usd,Azfaris Khamsidi,57,38,1,0,0,0.5,0,2500,usd,43.90172454,0,466,0,0,7,0,0
Soldiers of Zed - Tripton-Z Series Book 1,,https://www.kickstarter.com/projects/992959290/soliders-of-zed-tripton-z-series-book-1?ref=ending_soon,Publishing,Fiction,"Lebanon, MO",Missouri,Lebanon,North America,usd,WR Peden,0,2,1,0,0,0.5,244,800,usd,25,0,924,1,0,4,0,0
Taste Tease,,https://www.kickstarter.com/projects/993985643/taste-tease?ref=ending_soon,Food,Farmer's Markets,"Villa de Reyes, Mexico",Mexico,Villa de Reyes,North America,mxd,Michelle Fres’ÛÎçn,0,2,1,0,0,0.5,0,17755.32,mxd,30,0,267,1,0,0,0,0
Kaya - The Movie,,https://www.kickstarter.com/projects/995891717/kaya-the-movie?ref=ending_soon,Film & Video,Drama,"Los Angeles, CA",California,Los Angeles,North America,usd,Victor Goodman,0,1,1,0,0,0.5,244,110000,usd,59.95833333,0,396,0,0,0,0,0
’äÎèQu’ÛÎ© seria de un mundo sin arte?,,https://www.kickstarter.com/projects/997500953/que-seria-de-un-mundo-sin-arte?ref=ending_soon,Art,Art,"Mexico City, Mexico",Mexico,Mexico City,North America,mxd,carlo solano,0,2,1,0,0,0.5,1102,166792.4,mxd,59.95833333,0,582,1,0,0,0,0
California Tea House,,https://www.kickstarter.com/projects/999563384/california-tea-house?ref=ending_soon,Food,Drinks,"Palo Alto, CA",California,Palo Alto,North America,usd,Will and Lewis,2,2,1,0,0,0.5,1587,25000,usd,30,0,237,0,0,4,0,0
