"","x"
"844","I am recording my first EP titled ""Mosaic."" Join me on the journey of making this EP!"
"845","a physical platform that will act as a zone for an exhibition focused on performance art in the former Pfizer factory in Bed-Stuy, BK"
"846","Interact with a beautiful, virtual world to create your own, never-ending, one-of-a-kind music."
"847","Aztec Dance in collaboration with artist Lizbeth Ortiz in the creation of Aztec Headdresses. Live performance, Dance Film on LED Wall."
"848","""Ask a Cat"" is a webcomic that features Cat answering people's questions. This project is to publish the first book collection."
"849","When power, poise and purpose aren't a given, they're a creation. I'm here to remind you to create against all odds, divine one."
"850","Over the years I have been working to bring back our original family restaurant. Now is the time to fund the project!"
"851","A darkly, comedic web series about power. Who has it. Who thinks they do not. And how it is used and abused."
"852","""HIHAKU GLASS"" seals Japanese traditional KURUME KASURI inside a glass plate. Enjoy the beautiful color and geometric pattern forever!"
"853","Hard enamel pins featuring a Bobcat skull decorated with veve-inspired markings."
"854","Good Sugar Baking cares. A percentage of every cookie sale goes to a nonprofit while you enjoy freshly baked and delicious cookies!"
"855","WE LOVE NUTS! And our nuts taste like CRAFT BEER! We are growing our startup and scaling and we want YOUR NUTS TO TASTE LIKE BEER, TOO!"
"856","Tim Kohler's debut solo record features eight brand new songs of both hope and fear, of joy and pain--a triumph of the human spirit."
"857","80% of past students needed a scholarship to attend MBSMC; 20% full and 60% half scholarship. The need to expand our program is great!"
"858","Thank you all for supporting the exhibit that will be showcased in 2018. _We are really excited about peddling across America this summer, slow and steady...THANK YOU for believing in our project."
"859","This project is the beloved children's classic, THE VELVETEEN RABBIT, in audio book format. The audio book will go out in mp3 format."
"860","I am an inspiring author and have many messages from the Universe to share. This first book is called the big C conspiracy theories! I"
"861","We are creating limited edition prints of one of Dave Dorman's most iconic paintings. Edition sizes will be limited to this campaign."
"862","We are creating videos that address life skills to make life more enjoyable. New perspectives on age old issues -- learning as art."
"863","I've spent the last couple years working on some new songs. Help me bring them to life and share them with the world!"
"864","20 Miles A Glass is a feature length documentary on non-profit Wisdom Spring, a team dedicated to providing water in Burkina Faso."
"865","An exciting game of quotes from two of history's leaders. The question is: Who Said What?"
"866","Season 2 of the hit comedy-action spy web series starring Olivia Dunkley as ""Sandra West'...The world's hottest super spy!"
"867","Sweets CC is a homemade business specializing primarily in chocolate with plans to expand to all candy as opportunity allows."
"868","A journal of oral history and mayhem. Featuring hot air balloon duels, street art, and things that fold into other things!"
"869","Graphic tees for graphic people, it doesn't get better then that! A collection of fun graphic tees that surely everyone can relate to!"
"870","Hip-Hop, Comic Book, and Sci-Fi infused tale about a kid who is thrust into a race to save the universe from an approaching evil force"
"871","Donate some money into this sexy otome game filled with hot guys, drama and well love!"
"872","Breaking away from traditions, Ruggy can be placed anywhere and can hold any type of fabric"
"873","Das Haus Productions is raising funds for Nesting Dolls, a psychological thriller about what can lie just beneath the surface."
"874","A 24 page action packed comic about the betrayal of a mercenary that wakes up with newfound superpowers infused in his dreadlocks."
"875","Hey, we are making a trailer for our comedy/horror/sci-fi film ""Escape From Comic Con"" which we would like to take to the next level!"
"876","I'm looking to revolutionize the way technical professionals connect with customers. From professional cleaning to A\C repair."
"877","VCU Dance and Choreography seniors seeking support to present their capstone projects in a formal concert this April."
"878","Stories to share with kids about tough subjects. Sexual abuse, miscarriage and pain/disability are the first three we are tackling."
"879","A multi-use card game about vampire hunters. Hire hunters, equip them, and infiltrate the vampire lair! All vampires must die!"
"880","The Art of Blood is an expression of life creating legacies for generations to come by offering personalized Blood Art for everyone."
